product_id,product_title,product_handle,product_url,vendor,product_type,variant_id,variant_title,variant_sku,variant_barcode,price,compare_at_price,in_stock,option1,option2,option3,weight,weight_unit,scraped_at
8142019788994,Maqui Berry Capsules,maqui-berry-capsules,https://www.bulksupplements.com/products/maqui-berry-capsules,BulkSupplements.com,Herbal Supplement,45445465342146,Capsule / 360 Veg Capsules,MAQ360VEG,849720049964,21.97,,False,Capsule,360 Veg Capsules,,0.236,kg,2025-12-20T20:11:52.414724
8142019788994,Maqui Berry Capsules,maqui-berry-capsules,https://www.bulksupplements.com/products/maqui-berry-capsules,BulkSupplements.com,Herbal Supplement,45445480874178,Powder / 100 Grams (3.5 oz),MAQ100,849720048165,15.97,,True,Powder,100 Grams (3.5 oz),,0.236,kg,2025-12-20T20:11:52.414724
8142019788994,Maqui Berry Capsules,maqui-berry-capsules,https://www.bulksupplements.com/products/maqui-berry-capsules,BulkSupplements.com,Herbal Supplement,45445500338370,Powder / 250 Grams (8.8 oz),MAQ250,849720048172,19.97,,True,Powder,250 Grams (8.8 oz),,0.236,kg,2025-12-20T20:11:52.414724
8142019788994,Maqui Berry Capsules,maqui-berry-capsules,https://www.bulksupplements.com/products/maqui-berry-capsules,BulkSupplements.com,Herbal Supplement,45445501616322,Powder / 500 Grams (1.1 lbs),MAQ500,849720048189,28.97,,True,Powder,500 Grams (1.1 lbs),,0.51,kg,2025-12-20T20:11:52.414724
8142019788994,Maqui Berry Capsules,maqui-berry-capsules,https://www.bulksupplements.com/products/maqui-berry-capsules,BulkSupplements.com,Herbal Supplement,45445504499906,Powder / 1 Kilogram (2.2 lbs),MAQ1KG,849720048196,38.97,,False,Powder,1 Kilogram (2.2 lbs),,0.236,kg,2025-12-20T20:11:52.414724
8135481131202,Kudzu Root Capsules,kudzu-capsules,https://www.bulksupplements.com/products/kudzu-capsules,BulkSupplements.com,Herbal Supplement,45410690597058,Capsule / 180 Veg Capsules,KDZ180VEG,849720047571,21.97,,True,Capsule,180 Veg Capsules,,0.1532,kg,2025-12-20T20:11:52.156171
8135481131202,Kudzu Root Capsules,kudzu-capsules,https://www.bulksupplements.com/products/kudzu-capsules,BulkSupplements.com,Herbal Supplement,45410704064706,Powder / 100 Grams (3.5 oz),KDZ100,849720023391,18.97,,True,Powder,100 Grams (3.5 oz),,0.22,lb,2025-12-20T20:11:52.156171
8135481131202,Kudzu Root Capsules,kudzu-capsules,https://www.bulksupplements.com/products/kudzu-capsules,BulkSupplements.com,Herbal Supplement,45410709504194,Powder / 250 Grams (8.8 oz),KDZ250,849720023384,28.97,,False,Powder,250 Grams (8.8 oz),,0.551,lb,2025-12-20T20:11:52.156171
8135481131202,Kudzu Root Capsules,kudzu-capsules,https://www.bulksupplements.com/products/kudzu-capsules,BulkSupplements.com,Herbal Supplement,45410722021570,Powder / 500 Grams (1.1 lbs),KDZ500,849720023377,44.97,,True,Powder,500 Grams (1.1 lbs),,1.102,lb,2025-12-20T20:11:52.156171
8135481131202,Kudzu Root Capsules,kudzu-capsules,https://www.bulksupplements.com/products/kudzu-capsules,BulkSupplements.com,Herbal Supplement,45410722218178,Powder / 1 Kilogram (2.2 lbs),KDZ1KG,849720023360,72.97,,True,Powder,1 Kilogram (2.2 lbs),,2.205,lb,2025-12-20T20:11:52.156171
8129277427906,Pumpkin Seed Oil with Saw Palmetto Softgels,saw-palmetto-pumpkin-seed-oil-supplement,https://www.bulksupplements.com/products/saw-palmetto-pumpkin-seed-oil-supplement,BulkSupplements.com,Herbal Supplement,45367878746306,Softgel / 270 Softgels,PUMPSAW270SG,849720049926,26.97,,True,Softgel,270 Softgels,,0.297,kg,2025-12-20T20:11:51.767363
8129231913154,Melatonin Softgels - 20 mg Serving,melatonin-pills-20mg,https://www.bulksupplements.com/products/melatonin-pills-20mg,BulkSupplements.com,Vitamins & Supplements,45367777558722,Softgel / 20mg - 360 Softgels,MEL360SG20,857281003448,21.97,,True,Softgel,20mg - 360 Softgels,,0.108,kg,2025-12-20T20:11:51.644620
8124119220418,Pea Protein Powder,pea-protein-powder,https://www.bulksupplements.com/products/pea-protein-powder,BulkSupplements.com,Protein Supplement,45338977304770,Powder / 1 Kilogram (2.2 lbs),CONPEAPRO1KG,849720046109,35.97,,True,Powder,1 Kilogram (2.2 lbs),,1.0,kg,2025-12-20T20:11:51.891627
8118265643202,Acerola Cherry Powder,acerola-cherry-powder,https://www.bulksupplements.com/products/acerola-cherry-powder,BulkSupplements.com,Herbal Supplement,45315088482498,Powder / 250 Grams (8.8 oz),ACERP250,849720047939,22.97,,True,Powder,250 Grams (8.8 oz),,0.26,kg,2025-12-20T20:11:51.116377
8118265643202,Acerola Cherry Powder,acerola-cherry-powder,https://www.bulksupplements.com/products/acerola-cherry-powder,BulkSupplements.com,Herbal Supplement,45315088515266,Powder / 100 Grams (3.5 oz),ACERP100,849720047922,16.97,,True,Powder,100 Grams (3.5 oz),,0.11,kg,2025-12-20T20:11:51.116377
8118265643202,Acerola Cherry Powder,acerola-cherry-powder,https://www.bulksupplements.com/products/acerola-cherry-powder,BulkSupplements.com,Herbal Supplement,45315088548034,Powder / 500 Grams (1.1 lbs),ACERP500,849720047946,27.97,,True,Powder,500 Grams (1.1 lbs),,0.51,kg,2025-12-20T20:11:51.116377
8118265643202,Acerola Cherry Powder,acerola-cherry-powder,https://www.bulksupplements.com/products/acerola-cherry-powder,BulkSupplements.com,Herbal Supplement,45315088580802,Powder / 1 Kilogram (2.2 lbs),ACERP1KG,849720047953,49.97,,True,Powder,1 Kilogram (2.2 lbs),,1.0,kg,2025-12-20T20:11:51.116377
8114822283458,Maqui Berry Powder,maqui-berry-powder,https://www.bulksupplements.com/products/maqui-berry-powder,BulkSupplements.com,Herbal Supplement,45302783803586,Powder / 250 Grams (8.8 oz),MAQ250,849720048172,19.97,,True,Powder,250 Grams (8.8 oz),,0.26,kg,2025-12-20T20:11:52.541294
8114822283458,Maqui Berry Powder,maqui-berry-powder,https://www.bulksupplements.com/products/maqui-berry-powder,BulkSupplements.com,Herbal Supplement,45302790258882,Powder / 100 Grams (3.5 oz),MAQ100,849720048165,15.97,,True,Powder,100 Grams (3.5 oz),,0.11,kg,2025-12-20T20:11:52.541294
8114822283458,Maqui Berry Powder,maqui-berry-powder,https://www.bulksupplements.com/products/maqui-berry-powder,BulkSupplements.com,Herbal Supplement,45302790291650,Powder / 500 Grams (1.1 lbs),MAQ500,849720048189,28.97,,True,Powder,500 Grams (1.1 lbs),,0.51,kg,2025-12-20T20:11:52.541294
8114822283458,Maqui Berry Powder,maqui-berry-powder,https://www.bulksupplements.com/products/maqui-berry-powder,BulkSupplements.com,Herbal Supplement,45302790324418,Powder / 1 Kilogram (2.2 lbs),MAQ1KG,849720048196,38.97,,False,Powder,1 Kilogram (2.2 lbs),,1.0,kg,2025-12-20T20:11:52.541294
8114822283458,Maqui Berry Powder,maqui-berry-powder,https://www.bulksupplements.com/products/maqui-berry-powder,BulkSupplements.com,Herbal Supplement,45445475008706,Capsule / 360 Veg Capsules,MAQ360VEG,849720049964,21.97,,False,Capsule,360 Veg Capsules,,0.236,kg,2025-12-20T20:11:52.541294
8109882605762,White Kidney Bean Extract Capsules,white-kidney-bean-extract-capsules,https://www.bulksupplements.com/products/white-kidney-bean-extract-capsules,BulkSupplements.com,Herbal Supplement,45269713682626,Capsule / 360 Veg Capsules,WKID360VEG,849720047717,23.97,,True,Capsule,360 Veg Capsules,,0.275,kg,2025-12-20T20:11:52.805675
8109882605762,White Kidney Bean Extract Capsules,white-kidney-bean-extract-capsules,https://www.bulksupplements.com/products/white-kidney-bean-extract-capsules,BulkSupplements.com,Herbal Supplement,45269716041922,Powder / 100 Grams (3.5 oz),WKID100,849720017130,15.97,,True,Powder,100 Grams (3.5 oz),,0.22,lb,2025-12-20T20:11:52.805675
8109882605762,White Kidney Bean Extract Capsules,white-kidney-bean-extract-capsules,https://www.bulksupplements.com/products/white-kidney-bean-extract-capsules,BulkSupplements.com,Herbal Supplement,45269718958274,Powder / 250 Grams (8.8 oz),WKID250,849720017123,20.97,,True,Powder,250 Grams (8.8 oz),,0.551,lb,2025-12-20T20:11:52.805675
8109882605762,White Kidney Bean Extract Capsules,white-kidney-bean-extract-capsules,https://www.bulksupplements.com/products/white-kidney-bean-extract-capsules,BulkSupplements.com,Herbal Supplement,45269719449794,Powder / 500 Grams (1.1 lbs),WKID500,849720017116,27.97,,True,Powder,500 Grams (1.1 lbs),,1.102,lb,2025-12-20T20:11:52.805675
8109882605762,White Kidney Bean Extract Capsules,white-kidney-bean-extract-capsules,https://www.bulksupplements.com/products/white-kidney-bean-extract-capsules,BulkSupplements.com,Herbal Supplement,45269720268994,Powder / 1 Kilogram (2.2 lbs),WKID1KG,849720017109,37.97,,True,Powder,1 Kilogram (2.2 lbs),,2.205,lb,2025-12-20T20:11:52.805675
8109866025154,Senna Leaf Extract Capsules,senna-pills,https://www.bulksupplements.com/products/senna-pills,BulkSupplements.com,Herbal Supplement,45269238972610,Capsule / 270 Veg Capsules,SENN270VEG1500,849720049117,20.97,,True,Capsule,270 Veg Capsules,,0.191,kg,2025-12-20T20:11:53.184077
8109866025154,Senna Leaf Extract Capsules,senna-pills,https://www.bulksupplements.com/products/senna-pills,BulkSupplements.com,Herbal Supplement,45295920578754,Capsule / 365 Veg Capsules,SENN365VEG,849720047656,24.97,,True,Capsule,365 Veg Capsules,,0.0848,kg,2025-12-20T20:11:53.184077
8109866025154,Senna Leaf Extract Capsules,senna-pills,https://www.bulksupplements.com/products/senna-pills,BulkSupplements.com,Herbal Supplement,45269461631170,Powder / 100 Grams (3.5 oz),SENN100,849720006035,15.97,,False,Powder,100 Grams (3.5 oz),,0.22,lb,2025-12-20T20:11:53.184077
8109866025154,Senna Leaf Extract Capsules,senna-pills,https://www.bulksupplements.com/products/senna-pills,BulkSupplements.com,Herbal Supplement,45269471330498,Powder / 250 Grams (8.8 oz),SENN250,849720007209,21.97,,False,Powder,250 Grams (8.8 oz),,0.551,lb,2025-12-20T20:11:53.184077
8109866025154,Senna Leaf Extract Capsules,senna-pills,https://www.bulksupplements.com/products/senna-pills,BulkSupplements.com,Herbal Supplement,45269483913410,Powder / 500 Grams (1.1 lbs),SENN500,849720007216,29.97,,False,Powder,500 Grams (1.1 lbs),,1.102,lb,2025-12-20T20:11:53.184077
8109866025154,Senna Leaf Extract Capsules,senna-pills,https://www.bulksupplements.com/products/senna-pills,BulkSupplements.com,Herbal Supplement,45269490106562,Powder / 1 Kilogram (2.2 lbs),SENN1KG,849720007223,41.97,,True,Powder,1 Kilogram (2.2 lbs),,2.205,lb,2025-12-20T20:11:53.184077
8109608632514,Dandelion Extract Capsules,dandelion-root-capsules,https://www.bulksupplements.com/products/dandelion-root-capsules,BulkSupplements.com,Herbal Supplement,45266638930114,Capsule / 240 Veg Capsules,DAND240VEG,849720038692,21.97,,False,Capsule,240 Veg Capsules,,1.0,kg,2025-12-20T20:11:53.681789
8109608632514,Dandelion Extract Capsules,dandelion-root-capsules,https://www.bulksupplements.com/products/dandelion-root-capsules,BulkSupplements.com,Herbal Supplement,45266641486018,Powder / 100 Grams (3.5 oz),DAND100,849720017031,15.97,,True,Powder,100 Grams (3.5 oz),,0.22,lb,2025-12-20T20:11:53.681789
8109608632514,Dandelion Extract Capsules,dandelion-root-capsules,https://www.bulksupplements.com/products/dandelion-root-capsules,BulkSupplements.com,Herbal Supplement,45266643484866,Powder / 250 Grams (8.8 oz),DAND250,849720017024,19.97,,True,Powder,250 Grams (8.8 oz),,0.551,lb,2025-12-20T20:11:53.681789
8109608632514,Dandelion Extract Capsules,dandelion-root-capsules,https://www.bulksupplements.com/products/dandelion-root-capsules,BulkSupplements.com,Herbal Supplement,45266695258306,Powder / 500 Grams (1.1 lbs),DAND500,849720017017,26.97,,True,Powder,500 Grams (1.1 lbs),,1.102,lb,2025-12-20T20:11:53.681789
8109608632514,Dandelion Extract Capsules,dandelion-root-capsules,https://www.bulksupplements.com/products/dandelion-root-capsules,BulkSupplements.com,Herbal Supplement,45266696175810,Powder / 1 Kilogram (2.2 lbs),DAND1KG,849720017000,35.97,,True,Powder,1 Kilogram (2.2 lbs),,2.205,lb,2025-12-20T20:11:53.681789
8109582975170,Damiana Extract Capsules,damiana-capsules,https://www.bulksupplements.com/products/damiana-capsules,BulkSupplements.com,Herbal Supplement,45266586927298,Capsule / 365 Veg Capsules,DAM360VEG,849720048967,20.97,,,Capsule,365 Veg Capsules,,1.0,kg,2025-12-20T20:11:55.336374
8109582975170,Damiana Extract Capsules,damiana-capsules,https://www.bulksupplements.com/products/damiana-capsules,BulkSupplements.com,Herbal Supplement,45266596757698,Powder / 100 Grams (3.5 oz),DAM100,849720033406,15.97,,,Powder,100 Grams (3.5 oz),,0.22,lb,2025-12-20T20:11:55.336374
8109582975170,Damiana Extract Capsules,damiana-capsules,https://www.bulksupplements.com/products/damiana-capsules,BulkSupplements.com,Herbal Supplement,45266604130498,Powder / 250 Grams (8.8 oz),DAM250,849720033413,20.97,,,Powder,250 Grams (8.8 oz),,0.551,lb,2025-12-20T20:11:55.336374
8109582975170,Damiana Extract Capsules,damiana-capsules,https://www.bulksupplements.com/products/damiana-capsules,BulkSupplements.com,Herbal Supplement,45266604851394,Powder / 500 Grams (1.1 lbs),DAM500,849720033420,28.97,,,Powder,500 Grams (1.1 lbs),,1.102,lb,2025-12-20T20:11:55.336374
8109582975170,Damiana Extract Capsules,damiana-capsules,https://www.bulksupplements.com/products/damiana-capsules,BulkSupplements.com,Herbal Supplement,45266621202626,Powder / 1 Kilogram (2.2 lbs),DAM1KG,849720033437,38.97,,,Powder,1 Kilogram (2.2 lbs),,2.205,lb,2025-12-20T20:11:55.336374
